host_id,host_name,listing_count,average_price
12241861,Philip,1,
12249725,Melanie,2,
12280795,Jelle,1,
12290413,Katja,1,
12293873,Sjors,1,
12295544,Ruben,2,
12306135,Sander,1,
12327340,Michelle,2,108.0
12341291,Ajay,1,
12343147,Hermen,1,254.0
12348866,Jan-Tjalling,1,118.0
12349019,Davide,1,213.0
12354457,Sebastiaan,1,149.0
12364777,Suzanne,1,
12367542,Jo-Ann,1,
12379807,Bas,1,145.0
12392393,Jurry,1,
12392482,Yoan,1,
12392805,Karin,1,
12408484,Dorian,1,
12412642,Alexis,1,
12412862,Irina,1,252.0
12412954,Joost,1,405.0
12414776,Roemer,1,
12416694,Alexander,1,360.0
12424264,Roy,1,386.0
12426171,Maaike,1,
12444783,Suzanne,1,
12448020,Maria,1,123.0
12452275,Lysbet,1,224.0
12464622,Else,1,137.0
12464627,Rosa,1,
12468549,Arno,1,
12477606,Frank,1,342.0
12480721,Lisette,1,
12491964,Yann,1,196.0
12499590,Brigitta,1,
12518974,Karin,1,
12547711,Isaura,1,
12572898,Alëna,1,
12574181,Gerard,1,
12599380,Mieke,1,154.0
12599696,Michiel,1,432.0
12599782,Greg,1,
12602717,Elvira,1,
12605073,Marit,1,
12605546,Evelie,1,475.0
12607303,"Monique, Fela, Flint",1,115.0
12610858,Anne,1,145.0
12618389,Alice,1,
12629831,David,1,
12636416,Rolinda Esther,1,250.0
12643652,Jasmin,1,200.0
12679676,Thomas&Eyal,1,129.0
12684615,Petra,1,
12690063,Annemarie,1,
12690109,Jacqueline,2,119.5
12694637,Jacqueline,1,
12694680,Dagmar,1,275.0
12695223,Danielle,1,600.0
12696599,Merel,1,224.0
12697281,Vera,1,83.0
12716118,Pier,1,
12721238,Anne-Marie,1,
12724394,Chretien,1,250.0
12724439,Monique,1,299.0
12735907,Conchita,1,
12749039,Sheryl,1,198.0
12750410,Emma,1,
12752604,Daniel,1,
12754971,Anaïs,1,
12755760,Anne Lieke,1,249.0
12757421,Noa,1,
12763424,Nienke,1,
12766031,Jochem,1,
12781730,Koen,1,
12782398,Hein,3,287.0
12784049,Ruud,3,275.67
12788265,Bart,1,105.0
12790276,Sanne,1,
12802629,Marie,1,351.0
12829934,Nicole,1,
12830131,Bart,1,
12835331,Marcel,1,238.0
12840373,Arturs,1,
12859025,Doro,2,154.0
12859807,Chris & Carina,1,
12867243,Ewout,1,
12900721,Clementine,2,200.5
12917950,Britt,1,170.0
12946231,Emma Louisa Francisca,1,
12953966,Johanna Geertruida,1,155.0
12961955,Marlies,1,264.0
12965030,Carla,1,
12975910,Sylvie,1,180.0
12978317,Annet,1,
12978768,Vincent,1,65.0
12981929,Hanne,1,270.0
12990548,Hidde,1,160.0
13014479,Suzanne,1,
13025748,Clair,1,
13025857,Nelson,1,208.0
13026743,Laurens,1,591.0
13029894,Emile,1,316.0
13033219,Olga,1,
13034277,Theo,1,
13054938,Simon,1,
13060448,Holly,1,240.0
13086804,Nathalie,1,276.0
13091805,Roos,1,
13098216,Elianne,1,124.0
13103596,Danielle,1,160.0
13104104,Alexander,1,150.0
13116549,Pepi,1,226.0
13130024,Martyn,1,1401.0
13142543,Ramon & Rinske,1,230.0
13165072,Jj,1,500.0
13170844,Jacqueline,1,900.0
13177378,Elsemieke & Stijn,1,
13178305,Lars,1,
13178396,Nicky,1,175.0
13181512,Floris,1,
13191516,Frederik,1,
13213532,Historical Canal House,2,211.5
13228073,Olmo,1,
13229223,Oscar,1,
13230035,Maria Francisca,1,
13252311,Aicha,1,
13265942,Kees,1,
13270278,Maarten,1,
13271177,Janneke,1,499.0
13274593,Piet,2,
13287771,Mick,1,299.0
13288851,Monique,1,
13290994,Güngör,1,
13291991,Danny,1,295.0
13293568,Dam,1,353.0
13294409,Kelly,1,405.0
13296269,Cato,1,
13310451,Carole,1,
13313775,Daniel,1,171.0
13316845,Djonie,1,
13338413,Ivo,1,349.0
13340258,B&B Woestduin,1,
13346141,Stefan Norbert,1,171.0
13350215,Liduine,1,231.0
13354013,Reinardus,1,
13364704,Olga,1,173.0
13365386,Ester,1,
13365686,Sjoerd,1,
13370112,Aafke,1,441.0
13384875,Sezi,1,
13413671,Georg,2,82.5
13419737,Reinout,1,166.0
13431903,Michelle,1,163.0
13432385,Feline,1,361.0
13432849,Jonne,1,
13436754,Marjan,1,
13446736,Willemijn,1,296.0
13452025,Jean,1,
13454643,Matteo,1,
13455439,Laura,1,225.0
13476159,Tasos,1,
13479475,Chris,1,249.0
13485609,Frank,1,203.0
13487234,Agaath,1,
13490222,Lisette,1,255.0
13493470,Colette,1,
13494818,Jazz,1,280.0
13516494,Gerrit,1,254.0
13521114,Shula,1,300.0
13523997,Alexandra,1,239.0
13527741,Mischa,1,122.0
13527960,Femke,1,294.0
13538315,Ingmar,1,
13557927,Hugo,1,
13572361,Inger,1,
13575298,Michiel,1,950.0
13594947,Sarah,1,
13596799,Denise,1,
13632587,Ewa,1,
13655037,Fleur,1,
13659182,Wimie,1,216.0
13685175,Collin,1,
13693184,Jitta,1,309.0
13693219,Chiara,1,182.0
13699212,Theodor,1,
13726123,Jihane,1,
13728121,Margo,1,
13740128,Helene,1,350.0
13744875,Jerry,1,
13764503,Nina&Predrag,5,390.0
13766282,Jasper,1,
13775912,Lorenzo,1,
13782476,Rianne,1,300.0
13791055,Hulya,1,
13807774,Kirsten,1,
13816517,Grace,1,137.0
13818262,Palmyra,1,
13819352,Rutger And Carla,1,378.0
13820826,Fleur,1,
13821487,Katinka,1,
13823916,Veerle,1,
13840094,Juliette,1,450.0
13848060,Merel,1,
13852214,Thom,1,180.0
13862000,Femke,1,404.0
13881562,Nijat,1,127.0
13885350,Giulia,1,
13895393,Carla,1,
13912676,Jeff,1,
13916915,Dominique,1,192.0
13941331,Mark,1,
13947044,Peter,1,84.0
13960281,Erica,1,
13960296,Michiel,1,513.0
13982250,Johannes,1,156.0
14004831,Lianne,1,
14004998,Florentine,1,
14009397,Claartje,1,351.0
14011376,Sophie,1,
14012819,Subhodip Pal,2,
14020967,Tomas,1,238.0
14025318,Richard,1,
14034009,Sander,1,
14039696,Raymond,1,
14049960,Dennis,1,
14051682,Valerie,1,
14055367,Hannah,1,233.0
14071035,Willem,1,
14071148,Dylan & Laura,1,308.0
14087004,Wouter,1,98.0
14087019,Sanne,1,
14088025,Timpe,1,
14089543,David & Marijke,1,
14108532,Kerem,1,165.0
14110223,Jan Willem,1,
14111343,Eveline,1,
14117569,Rosalie,1,171.0
14122005,Rick,2,59.5
14150256,Anneke,1,
14150525,Joris,1,
14151494,Laura,1,189.0
14161457,Roy,1,
14183444,Bas,1,200.0
14183701,Jacob,1,139.0
14184694,Paola,1,
14187610,Yvo,2,194.0
14200991,Huub,1,
14201313,Stephanie,1,
14218464,Suzanne,1,172.0
14229277,Ties,1,
14229551,Chantal,1,
14233984,Sandra,1,242.0
14234185,Merel,1,258.0
14242778,Katelijne,1,
14263837,Irakli,1,175.0
14271525,Annelieke,1,83.0
14275195,Judi,1,204.0
14307292,Dewi,1,
14316583,Stephanie,1,341.0
14318799,Carola,1,158.0
14327101,Lydia And Roelof,1,141.0
14358485,Rutger,1,500.0
14366013,Anik,1,
14367829,Lena,1,
14370723,Matthijs,1,243.0
14376149,Chiel,1,
14386648,Constantijn,1,
14390964,Iris,1,243.0
14393296,Hannah,1,187.0
14394019,Fernando,1,
14399689,Diğdem,1,
14399838,Tamara,1,198.0
14403546,Emiel,1,
14407001,Mathijs,1,
14414653,Jelmer,1,
14434824,Stijn,1,184.0
14440618,Roel,1,
14441385,Kurtly,1,
14453745,Nina,1,175.0
14460671,Remi,1,249.0
14465690,Joris,1,145.0
14472578,Carla,1,177.0
14480221,Arno,1,
14482027,Katrin,1,
14509904,Jacquelien,1,114.0
14515584,Crista,1,
14537613,Elise,1,357.0
14539347,Sandra,1,126.0
14542751,Tessa,1,335.0
14548042,Wietske,1,225.0
14556283,Zoë,1,95.0
14569976,Aleksander,1,1544.0
14574533,Hotel Not Hotel,15,119.13
14578066,Michiel,1,
14590304,Regina,1,
14591874,Genevieve,1,
14595702,Ernst,1,
14597928,Ivo,1,250.0
14599740,Sebastián,1,500.0
14620877,Emiel,1,
14626041,Jo,1,130.0
14633207,Miriam,1,
14633717,Estanislao,1,239.0
14649569,Chris,1,342.0
14669931,Marion,1,
14671199,Bobbie,1,222.0
14681534,Marie,1,
14691758,Frank,1,
14707598,Mirza,1,
14708259,Florianne,1,250.0
14708552,Sabine,1,
14710095,Yael,1,
14715212,Michelle,1,225.0
14765223,Sylvain,1,
14779784,Hesther Elisabeth,1,
14783778,Svea,1,
14785872,Martijn,1,285.0
14787228,Daan,1,265.0
14788115,Andrew,1,114.0
14793877,Luna,1,
14794234,Marjolein,1,
14800933,Kenneth,1,137.0
14810435,Elena,1,325.0
14825531,Koen,1,311.0
14831897,Chris,1,
14835667,Ruben,1,304.0
14837099,Li,1,
14842883,Esther,1,
14847334,Peter & Marieke,1,502.0
14856684,Linus,1,
14884381,Laurien,1,
14896844,Yvette,1,
14921396,Frank & Lisa,1,240.0
14921773,Nikolaos Alexandros,1,271.0
14934634,Tiago,1,
14967139,Robertus Antonius Mathijs,1,211.0
14970026,Ethel,1,114.0
14975175,Laura,1,
14979924,Zizie,1,
14983231,Geto,1,134.0
15010240,Andrea,1,
15015722,Nienke,1,160.0
15040057,Simon,1,
15042818,Hilde,1,248.0
15050134,Katja,1,162.0
15054166,Tesse,1,257.0
15068613,Selmer,1,
15069533,Joeri,1,
15070944,Lindsey,1,
15072236,Sharon,1,
15073333,Erwin,1,133.0
15084553,Dirk,1,222.0
15088900,Vincent,1,
15091929,Julie,1,388.0
15095588,Annique,1,
15095625,Frank,1,
15114999,Daniela,1,
15118583,Xander,1,342.0
15118667,Tom,1,251.0
15122071,Wouter,1,
15131204,Marianne,1,180.0
15131983,Marlou,1,170.0
15158332,Frans,1,
15173672,Sophie,1,
15178012,Sjoerd,1,
15183505,Siep,1,510.0
15186254,Evelien,1,197.0
15223429,Elsemieke,1,
15225846,Wieger,1,
15233629,Peter,1,
15260422,Judith,1,191.0
15271689,Arjuna,1,
15273773,Olaf,1,357.0
15290088,Fleur,1,
15297805,Emelie,1,
15298109,Madelief,1,
15302962,Michaël,1,217.0
15327550,Bregje,1,
15330158,Evie,1,425.0
15331073,Lara,1,
15335105,Netteke,1,199.0
15336049,Marichelle,1,
15343211,Brigitte,1,
15361032,Marloes,1,
15363263,Ronald,1,
15373223,Fauve,1,
15375958,Bobbie,1,250.0
15385816,Sam,1,
15421679,Boris,1,
15422752,Pelle,1,
15424013,Onno En Inez,1,
15424301,Bernard,1,122.0
15428298,Zoë,1,252.0
15440492,Goos & Arno,1,
15454820,Zoe,1,400.0
15457910,Laura,1,219.0
15472410,Jeremy,2,236.5
15480229,Pablo,1,
15480306,Irina,1,246.0
15481215,Sabine,1,215.0
15483825,Ellen,1,209.0
15484042,Manuel,1,
15504079,Jeroen,1,
15505510,Steffanie,1,
15507949,Julie,1,
15510514,Bastiaan E.,1,
15518704,Jacques,1,225.0
15523143,Caroline,1,297.0
15524541,Suzanne,1,
15525559,Harriet,1,
15527121,Joris,1,
15531395,Noor,1,140.0
15531406,Pieter,1,200.0
15531604,Anton And Julia,1,
15535674,Sarah,1,200.0
15545620,Zade,1,199.0
15548558,Heath,1,652.0
15573548,Daan,1,
15573784,Jochem,1,200.0
15587666,Sumeyya,1,
15587944,Niels,1,482.0
15603718,Thomas,1,
15604365,Max,1,
15605656,Pieterneeltje Maria,1,136.0
15637780,Tim,1,155.0
15653925,Cathelijne,1,160.0
15669008,Ilana,1,
15674241,Wouter,1,
15675916,Thomas Joost Pirmin,1,520.0
15679848,Martin,1,541.0
15705976,Rianne,1,
15712909,Nima,3,89.33
15731039,Olivier,1,175.0
15734298,Thomas,1,170.0
15756210,Johan Christiaan Matthijs,1,
15761195,Irene,1,212.0
15775832,Sander,1,
15781963,Ivo,1,
15800792,Albertine,1,358.0
15804193,Barnaby,1,162.0
15812999,Ad & Anna,1,157.0
15822324,Esther,1,
15849792,Vera,1,140.0
15854712,Katja,1,347.0
15856739,Sabine,1,208.0
15860061,Wouter & Caroline,1,131.0
15881772,Jody,1,
15887775,Gerrit Jan,1,197.0
15892996,Lemke,1,
15900652,Marit,1,184.0
15916616,Pieter,1,
15917484,Anita,1,
15923462,Monique & Jip,1,114.0
15953240,Nicolas,1,99.0
15959131,Myriam,2,168.0
15964538,Tjeerd,1,
15967997,Laura,1,
15968958,Serge,1,
15971092,Ira,1,207.0
15971324,Maud,1,
15976351,Valentijn,1,240.0
15980390,Henry,1,436.0
15986282,Brigit,1,165.0
15996910,Rofaiel And Sun,4,159.33
16017723,Lj,1,
16029930,Elisa,1,
16050588,Tiphaine,1,
16054546,Yvette,1,
16055536,Cecilia,1,
16095451,Mosanne,1,
16123975,Loes,1,
16124101,Margo,1,232.0
16125670,Lity,1,274.0
16126732,Bob,1,
16144575,Eeg,1,204.0
16168703,Otto,1,232.0
16177681,Tommy,1,
16194045,Ska,1,
16211727,Kirsten,1,250.0
16213959,Olivier,1,
16229638,Marjolijn,1,
16235182,Alfred,1,124.0
16247791,Allard Frank,1,
16251842,Claudiu,1,
16265291,Nienke,1,210.0
16269224,Tata,1,
16274382,Gina,2,92.0
16316608,Hans,1,241.0
16319461,Nilay,1,103.0
16321910,Lucia,1,
16336730,Samuel,1,350.0
16342008,Chris,1,
16344806,Frank,1,
16345289,Hans,1,271.0
16360879,Jan,1,
16368447,Ronald,1,155.0
16368789,Julien,1,459.0
16377227,Chiara,1,
16382847,Vieve,1,
16388949,Lotte,1,
16408407,Doenja,1,284.0
16410524,Ignacio,1,
16410802,Malou,1,425.0
16418309,Jasper,1,495.0
16422889,Jorn,1,309.0
16427526,Marlies,1,238.0
16430570,Caroline,1,298.0
16432662,Niels,1,140.0
16442553,Irthe,1,243.0
16451152,Feride,1,
16453001,Lukas,1,
16454923,Ruben,1,
16460136,Amanda,1,131.0
16475164,Dani,1,
16488060,Renee,1,
16493384,New,1,560.0
16493720,Luc,1,
16500222,Julia,1,409.0
16527898,Megan,1,
16531672,Ugur,1,
16535126,Nico,1,1297.0
16536809,Annelies,1,
16562792,Esther,1,
16562955,Maroesjka,1,300.0
16564018,Richard Boudewijn Arie,1,
16566733,Liselotte,1,
16567823,Tiffany,1,
16571801,Ilse,1,135.0
16573231,Frederiek,1,
16573812,Andrei,1,
16575399,Harry And Chantel,1,105.0
16582675,Aldin,1,
16583473,Alphons,9,89.43
16586346,Olivia,1,149.0
16602759,Martijn,1,124.0
16608644,Lore,1,
16609873,Matthijs,1,204.0
16626677,Cornelis Ewout,1,200.0
16629847,Christiaan,1,
16634603,Hermen,1,
16636084,Ashraf,1,
16646960,Matilde,1,
16654422,Michael,1,180.0
16665211,Anne,1,
16678657,Yora,1,172.0
16679663,Johan,1,248.0
16683382,Adam,1,251.0
16693219,Diederick,1,
16699086,Liliana Maria,1,142.0
16705090,Hans,1,
16716858,Koen,1,
16732487,Pascal Juliette Emilie,1,212.0
16734141,Manon,1,
16763265,Monica,1,229.0
16768552,Maxime,1,241.0
16776262,Godelieve,1,
16779411,Tijn,1,
16781387,Etkin,1,316.0
16784503,Stijn,1,
16798348,Keeva,2,108.0
16800849,Philip,1,
16803943,Claire,1,250.0
16808461,Niels,1,
16817392,Maria Elena,1,272.0
16819959,Jenny,1,228.0
16824850,Nadim,1,550.0
16828309,Rebecca,1,322.0
16840507,Julie,1,
16855496,Ashkaine,1,
16866316,Jorrit,2,
16873509,Mardou,1,189.0
16890485,Silvia,1,
16894912,Elif,1,333.0
16898219,Margaux,2,
16911422,Tom,1,
16911797,Femke,1,
16915818,Nienke,1,
16916490,Merin,1,
16944484,Ray,1,489.0
16944659,Jacqueline,1,
16947067,Marrigje,1,157.0
16956452,Lucas,1,
16989719,Luc,1,
16990973,Rene,1,
17000445,Jet,1,167.0
17003884,Arthur,1,200.0
17004572,Bibi,1,121.0
17009817,Dennis,1,
17028825,Li,1,
17031867,Stijn,1,
17043408,Mariella,1,131.0
17059538,Jan-Erik,1,
17060207,Anne,1,
17063058,Joyce,1,
17069976,Marja,1,
17134078,Julia,1,134.0
17140193,Roel En Malou,1,111.0
17154831,Ben And Fay,1,
17160407,Robert,1,206.0
17160542,Adrian,1,
17184413,Samia,1,321.0
17185692,Marcia,1,
17187656,Marga En Rico,1,
17188839,Nina,1,473.0
17203408,June,1,350.0
17211323,Nicole,1,338.0
17229682,Tim,1,
17230735,Madee,1,200.0
17231451,Maria Gracia,1,
17231542,Eline,1,
17233915,Nilufer,1,249.0
17241555,Vincent,1,275.0
17244536,Jurjen Adriaan,1,196.0
17246472,Jelka,1,164.0
17247722,Lauren,1,567.0
17256891,Iris,1,171.0
17261861,Nick,1,197.0
17278505,Vincent,1,
17280723,Arthur L,1,167.0
17281398,Maaike & Menno,1,
17285960,Laura,1,240.0
17288866,Joost,1,
17294326,Lineke,1,
17295684,Angel Alberto,1,235.0
17314787,Eva,1,
17319999,Barend,1,300.0
17321895,Alexander,1,
17323473,Celeste,1,
17357880,Belen,1,351.0
17359905,Mark,1,
17361547,Katinka,1,
17396697,Berry,1,
17414033,Wouter,1,175.0
17414355,Marloes,1,
17414846,Henrike,1,147.0
17417642,Albert,1,495.0
17417943,Marieke,1,
17422804,Julia Lisa,1,176.0
17434309,Nathan,1,
17436619,Sophie,1,171.0
17438517,Milan,1,703.0
17454540,Hanni,1,
17456471,Laureen,1,
17458008,Sjoerd,3,186.33
17461550,Naomi,1,
17463471,Claudine,1,197.0
17472932,Peter Jan,1,170.0
17490242,Myrthe,1,
17516319,Norèn,1,
17519276,Jolieke,1,289.0
17537276,Thomas,1,260.0
17549843,Marion,1,157.0
17561192,Maaike,1,
17584726,Anneke,1,161.0
17588031,Willem,1,
17606907,Wiebe,1,238.0
17607907,Karin,1,212.0
17609360,Jeroen,1,375.0
17623849,Sander,1,
17627439,Hylke,1,231.0
17629159,Charlotte,1,356.0
17633661,Nick,1,
17635284,Michèle,1,175.0
17638832,Annemieke,1,
17644048,Mandy,1,
17650012,Lotte,1,272.0
17663498,David,1,
17669453,Jasper,1,164.0
17675024,Floris,1,162.0
17684755,Lorraine,1,
17713451,Sophie,1,237.0
17716892,Etienne,1,
17734335,Rosalie,1,
17749496,Martijn,1,
17754212,Bastian,1,
17756102,Wendy,1,
17760324,Laurens,1,
17764864,Frank,1,
17767637,Tijmen,1,200.0
17786785,Charline,1,
17803525,Florentine,1,284.0
17808729,Yvette,1,270.0
17808959,Alan,1,
17809203,Matu,1,282.0
17809759,Amanda,1,
17813774,Carolien J,1,
17818675,Nora,1,
17822705,Hidde,1,
17824939,Simon,1,
17829780,Sandra,1,
17831512,Famke,1,153.0
17834960,Yoanna,1,
17841111,Felicity And Michael,1,222.0
17856419,Anna,1,315.0
17869174,Paul,1,254.0
17888019,Jaap,1,
17898488,Johan,1,
17905452,David,1,
17908565,Sharon,1,
17927317,Sabine,1,
17928420,Stein,1,186.0
17929296,Ernst & Madelief,1,198.0
17942652,Yuta,2,406.0
17952331,Jan,1,82.0
17972078,Thomas & Sophie,1,226.0
17979369,Pjotr,1,270.0
17991018,Veerle,1,395.0
17991662,Christien,1,
17992415,Joppe,1,284.0
17992500,Yago,1,300.0
17993082,Giorgio,1,
17994945,Nienke,1,
18004684,Quentin,1,258.0
18009931,Esmé,1,
18036487,Freek,1,210.0
18047532,Daan,1,
18048015,Florentine,1,185.0
18051010,Sander,1,193.0
18055669,Floor,1,
18057900,Roëlle,1,333.0
18073406,Laura,1,368.0
18074070,Svenja,1,228.0
18079137,Iris,1,
18081557,Paul,1,
18081564,Steven,2,5200.0
18087498,Michelle,1,
18087783,Kirsty,1,135.0
18100158,Stella,1,380.0
18104290,Nathalie,1,132.0
18125231,Philippine,1,
18147307,Kleopatra,1,
18149375,Nina,1,207.0
18163774,Erik & Sandra,1,
18180611,Eva Julia,1,
18184896,Marit,2,404.0
18184982,Madelon,1,
18209438,Merel,1,220.0
18232214,Thijs,1,158.0
18238265,Karlien,1,
18240773,Willemijn,1,
18241115,Renske,1,
18263625,Roman,1,268.0
18273093,Henri,1,
18320609,Fiore,1,156.0
18329703,Sam,1,279.0
18334011,Carien,1,268.0
18340032,Rolf,1,185.0
18369014,Roel,1,232.0
18373484,Monique,1,
18376865,Rachel,1,
18383699,Eelko,1,
18411808,António,1,
18412998,Maikel,1,324.0
18414005,Maarten,1,
18433687,Francois Pascal,1,145.0
18436383,Bobby,1,
18441215,Marije,1,
18450996,Jordis,1,
18454413,Marc,1,383.0
18469014,Phillip,1,
18471927,Lilia,1,150.0
18472447,Nina,1,290.0
18480469,Malon,1,
18482089,Klaas,3,49.33
18483013,Hannah,1,531.0
18483278,Martijn,1,
18487913,Emily,1,306.0
18488159,Jelle,1,
18494271,Nicholas,1,284.0
18521283,Rene,1,
18529588,Bart,1,477.0
18534338,Mathieu,1,
18538796,Changwei,1,221.0
18539326,Reinout,1,
18559590,Maarten,1,225.0
18569537,Bas,1,350.0
18582599,Robin,1,
18594482,Hugo,1,351.0
18614907,Valerie,1,851.0
18624637,Frederic,1,201.0
18631243,Daniel,1,315.0
18654311,Roos,1,
18664993,Arnold,1,190.0
18665885,Ginte,1,191.0
18675105,Anneke,1,265.0
18677551,Nick,1,
18715530,Marijke,1,
18730628,Alissa,1,
18739162,Tessa,1,
18747510,Caio,2,155.5
18759112,Luca,1,204.0
18784713,Adriaan,1,
18787526,Bop & Eve,2,160.5
18801973,Ruud,1,
18812122,Peter,1,736.0
18823161,Marion,1,86.0
18825148,Michiel,1,
18827935,Frank,1,
18846307,Youri,1,
18850520,Romy,1,
18856416,Kiki,1,248.0
18857065,Anne- Marijn,1,200.0
18863124,Laura,1,
18880586,Thomas,1,267.0
18892720,Ruud,1,135.0
18905348,Bob,1,200.0
18910593,Lotte,1,
18915848,Robert,1,
18918001,Naomi,1,
18918467,Jasper,1,
18920956,Floor,1,
18925294,Mimi,1,
18929158,Simone,1,216.0
18933392,Peter,2,
18977506,Maayke,1,
18983543,Timmy,1,153.0
18986006,Shehnoor,1,
18987713,Julia,1,214.0
18998986,Marc,1,119.0
19015099,Roman,1,415.0
19017229,Leonardo,1,
19018770,Joep,1,
19019597,Els,1,
19022563,Sophie,1,250.0
19024460,Marco,1,338.0
19025617,Dieta,1,362.0
19027021,Harry,2,404.0
19029497,Resalieke,1,238.0
19035608,Anthea,1,
19053525,Sabine,1,
19063095,Manon,1,
19088022,Elijah,1,
19100429,Lot,1,429.0
19107259,Constantijn,1,
19109502,Akos,1,
19111367,Hadar,1,284.0
19112311,Pim,1,
19116137,Manouk,1,
19144697,Sarah,1,284.0
19147640,Bing,1,
19152500,Dionne,1,210.0
19156719,Okke,1,151.0
19182696,Lynn,1,
19194903,Brendan,1,229.0
19203781,Richard Thomas,1,
19212223,Bernadien,1,197.0
19215663,Nyaki,1,90.0
19223862,Rosie,1,
19227354,Peter,1,373.0
19228755,Theodor Emil Adolf,2,151.0
19235713,Nina,1,293.0
19238739,Lara & Marco,1,336.0
19246777,Nina,1,
19270618,Esmée,1,171.0
19272242,Hanneke,1,
19276946,Onno,1,188.0
19282118,Thomas Peter,1,154.0
19285155,Tessa,1,500.0
19285283,Isadora And Cristian,1,
19286887,Moosa,1,176.0
19294856,Claire,1,237.0
19335533,Maud,1,292.0
19336832,Max,1,184.0
19369383,Hakan,1,116.0
19376744,Kevin,1,
19378648,Robert,1,
19404442,Casper,1,370.0
19440780,Alexander,1,
19449592,Siri,1,
19469475,Evelien,1,159.0
19473817,Joan Frances,1,282.0
19506993,Marlou,1,
19513953,Wout,1,315.0
19526813,Sofie,1,
19533317,Daniel,1,281.0
19551497,Pim,1,286.0
19556823,Edmee,1,480.0
19556947,Irene,1,270.0
19556955,Joeri,1,428.0
19558388,Iris,1,
19562807,Tahier,2,185.0
19568304,Annelie,1,
19617153,Hans,1,
19625866,Rocio,1,
19626159,Kelly,1,
19640285,Derk,1,
19645752,Andrei,1,
19651748,David,1,
19669228,Frederique,1,215.0
19671400,Romana,1,181.0
19673390,Nikki,1,272.0
19691946,Koen,1,
19695482,Carol,1,
19711470,Mark,1,759.0
19723982,Boris,1,
19732607,Nienke & Jacco,1,
19746918,Lisette,1,300.0
19772697,Olivier,1,
19778432,Marijn,1,225.0
19781204,Ceska,1,
19789093,Oliver,1,302.0
19793596,Manja,1,
19801156,Nina,1,
19801210,Remi,1,
19804637,Nathalie,1,
19813149,Wineke,1,177.0
19827437,Anouk,1,
19834309,Arjan,1,250.0
19842964,Simon,2,163.0
19846505,Familie,1,425.0
19849963,Jop & Cindy,1,
19850735,Aart,1,104.0
19879540,Ineke,1,
19880637,Natasja,1,301.0
19885989,Wen Ling,2,187.0
19886024,Safira,1,
19892498,Annemarie,1,314.0
19892519,Daphne,1,360.0
19902029,Leendert,1,
19906446,Martijn,1,353.0
19911456,Ina,1,
19918688,Carola,1,237.0
19927509,Michel,1,280.0
19940450,Goshi,1,173.0
19943613,Floris,1,
19947214,Roeland,1,434.0
19965139,Florine,1,
19969271,Tom,1,
19969945,Don,1,
19979247,Richard,1,
20008480,George,1,
20021396,Marc,1,
20052140,Amir,1,97.0
20052944,Iuliia,1,184.0
20056287,Mumu,1,400.0
20062437,Yuliya,1,
20093613,Michiel,1,
20123845,Janna,1,130.0
20137661,Olaf,1,275.0
20149410,Vincenzo,1,102.0
20152982,Mike,1,
20157581,Rob,1,333.0
20163603,Sara,1,
20204265,Bartholomeus Otgerus Maria,1,465.0
20223751,Marinus,1,320.0
20225133,Lisa,1,
20227715,Eva,1,293.0
20250791,Suzanne,1,180.0
20251104,Fotios,1,104.0
20251953,Chloe,1,151.0
20254262,Peet,1,495.0
20266514,Andres,1,172.0
20269630,Marisca,1,422.0
20270437,Elise,1,
20271839,Lizette,1,383.0
20281559,Joris,1,452.0
20294905,Joelle,1,
20308502,Bas,1,180.0
20317898,Freekje,1,
20322000,Steven,1,
20336096,Sean,1,
20346919,Christopher,1,270.0
20358179,Reinout,2,156.0
20362105,Rosanne,1,
20364017,Sacha,1,
20372624,Fleur,1,
20384529,Koen,1,
20389469,Emma,1,
20390133,Matthijs,1,186.0
20392221,Erwin,1,206.0
20399740,Joran,1,248.0
20433630,Romana,1,
20436804,Mariko,1,
20459707,Laura,1,
20465009,Alette,1,86.0
20483634,Debby & Frits,1,
20511749,Miriam Barbera,1,114.0
20544193,Laura,3,349.33
20559031,Koen,1,
20578287,Marijana,1,225.0
20593864,Bas,1,
20604253,Gijs,1,370.0
20644650,Richard,1,
20649941,Michiel,1,
20660085,Sven,1,175.0
20660883,Nancy,1,
20664546,Maureen,1,
20674903,Elles,1,196.0
20677143,Pieter,1,531.0
20714023,Thorsten,1,
20719967,Ethan,1,254.0
20722394,Irene,1,
20725637,Else,1,
20752981,Rosa,1,162.0
20767771,Fidel,1,
20768757,Ehab,1,140.0
20779008,Yara,2,300.0
20791600,Isabel,1,
20814084,Mieke,1,227.0
20819302,Justa,1,239.0
20838536,Chris,1,
20838942,Mickael,1,
20850737,Joost,1,
20854887,Laureen Lee,1,175.0
20861789,Remco,1,240.0
20870683,Mauro,1,300.0
20874509,Victor,1,405.0
20889667,Jerome,1,
20894871,Nilüfer,1,335.0
20897589,Moniek,1,
20919943,Ellen,1,87.0
20921327,Herman,1,270.0
20924288,Nanda,1,180.0
20963127,Lauren,1,220.0
20965087,Erwin,1,285.0
21004084,Felix,1,139.0
21010247,Arjan,1,234.0
21035610,Matthijs,1,
21035710,Tom,1,
21047883,Nikolet Willemien,1,185.0
21050848,Ana Maria,1,194.0
21055819,Tom,1,
21061697,Stephanie,1,
21077937,Hanneke,1,207.0
21080517,Anne-Marie,1,
21081740,Steven,1,
21095754,Joost,1,
21096202,Merel,1,297.0
